symbol,earnigs_date
AIRI,2017-02-08
PLXP,2017-02-08
NMTR,2017-02-08
FSI,2017-02-08
XBIO,2017-02-08
WFTIQ,2017-02-08
DKNG,2017-02-08
JD,2017-02-07
VFC,2017-02-07
ATNM,2017-02-07
HTHIY,2017-02-07
TGTX,2017-02-07
TGS,2017-02-07
PBF,2017-02-07
MAG,2017-02-07
TOELY,2017-02-07
JAPAY,2017-02-07
OCPNY,2017-02-07
SZKMY,2017-02-07
FUJHY,2017-02-07
MKTAY,2017-02-07
ASEKY,2017-02-07
AACAY,2017-02-07
CBPO,2017-02-07
PORBF,2017-02-07
LX,2017-02-07
IMVT,2017-02-07
TOPCF,2017-02-07
GVA,2017-02-07
STML,2017-02-07
CYD,2017-02-07
PBFX,2017-02-07
CTK,2017-02-07
DTIL,2017-02-07
PFHD,2017-02-07
CFRX,2017-02-07
SIC,2017-02-07
UTSI,2017-02-07
AIRI,2017-02-07
PLXP,2017-02-07
NMTR,2017-02-07
FSI,2017-02-07
XBIO,2017-02-07
WFTIQ,2017-02-07
DKNG,2017-02-07
JD,2017-02-06
VFC,2017-02-06
ATNM,2017-02-06
HTHIY,2017-02-06
TGTX,2017-02-06
TGS,2017-02-06
PBF,2017-02-06
MAG,2017-02-06
TOELY,2017-02-06
JAPAY,2017-02-06
OCPNY,2017-02-06
SZKMY,2017-02-06
FUJHY,2017-02-06
MKTAY,2017-02-06
ASEKY,2017-02-06
AACAY,2017-02-06
CBPO,2017-02-06
PORBF,2017-02-06
LX,2017-02-06
IMVT,2017-02-06
TOPCF,2017-02-06
GVA,2017-02-06
STML,2017-02-06
CYD,2017-02-06
PBFX,2017-02-06
CTK,2017-02-06
DTIL,2017-02-06
PFHD,2017-02-06
CFRX,2017-02-06
SIC,2017-02-06
UTSI,2017-02-06
AIRI,2017-02-06
PLXP,2017-02-06
NMTR,2017-02-06
FSI,2017-02-06
XBIO,2017-02-06
WFTIQ,2017-02-06
DKNG,2017-02-06
JD,2017-02-05
VFC,2017-02-05
ATNM,2017-02-05
HTHIY,2017-02-05
TGTX,2017-02-05
TGS,2017-02-05
PBF,2017-02-05
MAG,2017-02-05
TOELY,2017-02-05
JAPAY,2017-02-05
OCPNY,2017-02-05
SZKMY,2017-02-05
FUJHY,2017-02-05
MKTAY,2017-02-05
ASEKY,2017-02-05
AACAY,2017-02-05
CBPO,2017-02-05
PORBF,2017-02-05
LX,2017-02-05
IMVT,2017-02-05
TOPCF,2017-02-05
GVA,2017-02-05
STML,2017-02-05
CYD,2017-02-05
PBFX,2017-02-05
CTK,2017-02-05
DTIL,2017-02-05
PFHD,2017-02-05
CFRX,2017-02-05
SIC,2017-02-05
UTSI,2017-02-05
AIRI,2017-02-05
PLXP,2017-02-05
NMTR,2017-02-05
FSI,2017-02-05
XBIO,2017-02-05
WFTIQ,2017-02-05
DKNG,2017-02-05
JD,2017-02-04
VFC,2017-02-04
ATNM,2017-02-04
HTHIY,2017-02-04
TGTX,2017-02-04
TGS,2017-02-04
PBF,2017-02-04
MAG,2017-02-04
TOELY,2017-02-04
JAPAY,2017-02-04
OCPNY,2017-02-04
SZKMY,2017-02-04
FUJHY,2017-02-04
MKTAY,2017-02-04
ASEKY,2017-02-04
AACAY,2017-02-04
CBPO,2017-02-04
PORBF,2017-02-04
LX,2017-02-04
IMVT,2017-02-04
TOPCF,2017-02-04
GVA,2017-02-04
STML,2017-02-04
CYD,2017-02-04
PBFX,2017-02-04
CTK,2017-02-04
DTIL,2017-02-04
PFHD,2017-02-04
CFRX,2017-02-04
SIC,2017-02-04
UTSI,2017-02-04
AIRI,2017-02-04
PLXP,2017-02-04
NMTR,2017-02-04
FSI,2017-02-04
XBIO,2017-02-04
WFTIQ,2017-02-04
DKNG,2017-02-04
JD,2017-02-03
VFC,2017-02-03
ATNM,2017-02-03
HTHIY,2017-02-03
TGTX,2017-02-03
TGS,2017-02-03
PBF,2017-02-03
MAG,2017-02-03
TOELY,2017-02-03
JAPAY,2017-02-03
OCPNY,2017-02-03
SZKMY,2017-02-03
FUJHY,2017-02-03
MKTAY,2017-02-03
ASEKY,2017-02-03
AACAY,2017-02-03
CBPO,2017-02-03
PORBF,2017-02-03
LX,2017-02-03
IMVT,2017-02-03
TOPCF,2017-02-03
GVA,2017-02-03
STML,2017-02-03
CYD,2017-02-03
PBFX,2017-02-03
CTK,2017-02-03
DTIL,2017-02-03
PFHD,2017-02-03
CFRX,2017-02-03
SIC,2017-02-03
UTSI,2017-02-03
AIRI,2017-02-03
PLXP,2017-02-03
NMTR,2017-02-03
FSI,2017-02-03
XBIO,2017-02-03
WFTIQ,2017-02-03
DKNG,2017-02-03
JD,2017-02-02
VFC,2017-02-02
ATNM,2017-02-02
HTHIY,2017-02-02
TGTX,2017-02-02
TGS,2017-02-02
PBF,2017-02-02
MAG,2017-02-02
TOELY,2017-02-02
JAPAY,2017-02-02
OCPNY,2017-02-02
SZKMY,2017-02-02
FUJHY,2017-02-02
MKTAY,2017-02-02
ASEKY,2017-02-02
AACAY,2017-02-02
CBPO,2017-02-02
PORBF,2017-02-02
LX,2017-02-02
IMVT,2017-02-02
TOPCF,2017-02-02
GVA,2017-02-02
STML,2017-02-02
CYD,2017-02-02
PBFX,2017-02-02
CTK,2017-02-02
DTIL,2017-02-02
PFHD,2017-02-02
CFRX,2017-02-02
SIC,2017-02-02
UTSI,2017-02-02
AIRI,2017-02-02
PLXP,2017-02-02
NMTR,2017-02-02
FSI,2017-02-02
XBIO,2017-02-02
WFTIQ,2017-02-02
DKNG,2017-02-02
JD,2017-02-01
VFC,2017-02-01
ATNM,2017-02-01
HTHIY,2017-02-01
TGTX,2017-02-01
TGS,2017-02-01
PBF,2017-02-01
MAG,2017-02-01
TOELY,2017-02-01
JAPAY,2017-02-01
OCPNY,2017-02-01
SZKMY,2017-02-01
FUJHY,2017-02-01
MKTAY,2017-02-01
ASEKY,2017-02-01
AACAY,2017-02-01
CBPO,2017-02-01
PORBF,2017-02-01
LX,2017-02-01
IMVT,2017-02-01
TOPCF,2017-02-01
GVA,2017-02-01
STML,2017-02-01
CYD,2017-02-01
PBFX,2017-02-01
CTK,2017-02-01
DTIL,2017-02-01
PFHD,2017-02-01
CFRX,2017-02-01
SIC,2017-02-01
UTSI,2017-02-01
AIRI,2017-02-01
PLXP,2017-02-01
NMTR,2017-02-01
FSI,2017-02-01
XBIO,2017-02-01
WFTIQ,2017-02-01
DKNG,2017-02-01
JD,2017-01-31
VFC,2017-01-31
ATNM,2017-01-31
HTHIY,2017-01-31
TGTX,2017-01-31
TGS,2017-01-31
PBF,2017-01-31
MAG,2017-01-31
TOELY,2017-01-31
JAPAY,2017-01-31
OCPNY,2017-01-31
SZKMY,2017-01-31
FUJHY,2017-01-31
MKTAY,2017-01-31
ASEKY,2017-01-31
AACAY,2017-01-31
CBPO,2017-01-31
PORBF,2017-01-31
LX,2017-01-31
IMVT,2017-01-31
TOPCF,2017-01-31
GVA,2017-01-31
STML,2017-01-31
CYD,2017-01-31
PBFX,2017-01-31
CTK,2017-01-31
DTIL,2017-01-31
PFHD,2017-01-31
CFRX,2017-01-31
SIC,2017-01-31
UTSI,2017-01-31
AIRI,2017-01-31
PLXP,2017-01-31
NMTR,2017-01-31
FSI,2017-01-31
XBIO,2017-01-31
WFTIQ,2017-01-31
DKNG,2017-01-31
JD,2017-01-30
VFC,2017-01-30
ATNM,2017-01-30
HTHIY,2017-01-30
TGTX,2017-01-30
TGS,2017-01-30
PBF,2017-01-30
MAG,2017-01-30
TOELY,2017-01-30
JAPAY,2017-01-30
OCPNY,2017-01-30
SZKMY,2017-01-30
FUJHY,2017-01-30
MKTAY,2017-01-30
ASEKY,2017-01-30
AACAY,2017-01-30
CBPO,2017-01-30
PORBF,2017-01-30
LX,2017-01-30
IMVT,2017-01-30
TOPCF,2017-01-30
GVA,2017-01-30
STML,2017-01-30
CYD,2017-01-30
PBFX,2017-01-30
CTK,2017-01-30
DTIL,2017-01-30
PFHD,2017-01-30
CFRX,2017-01-30
SIC,2017-01-30
UTSI,2017-01-30
AIRI,2017-01-30
PLXP,2017-01-30
NMTR,2017-01-30
FSI,2017-01-30
XBIO,2017-01-30
WFTIQ,2017-01-30
DKNG,2017-01-30
JD,2017-01-29
VFC,2017-01-29
ATNM,2017-01-29
HTHIY,2017-01-29
TGTX,2017-01-29
TGS,2017-01-29
PBF,2017-01-29
MAG,2017-01-29
TOELY,2017-01-29
JAPAY,2017-01-29
OCPNY,2017-01-29
SZKMY,2017-01-29
FUJHY,2017-01-29
MKTAY,2017-01-29
ASEKY,2017-01-29
AACAY,2017-01-29
CBPO,2017-01-29
PORBF,2017-01-29
LX,2017-01-29
IMVT,2017-01-29
TOPCF,2017-01-29
GVA,2017-01-29
STML,2017-01-29
CYD,2017-01-29
PBFX,2017-01-29
CTK,2017-01-29
DTIL,2017-01-29
PFHD,2017-01-29
CFRX,2017-01-29
SIC,2017-01-29
UTSI,2017-01-29
AIRI,2017-01-29
PLXP,2017-01-29
NMTR,2017-01-29
FSI,2017-01-29
XBIO,2017-01-29
WFTIQ,2017-01-29
DKNG,2017-01-29
JD,2017-01-28
VFC,2017-01-28
ATNM,2017-01-28
HTHIY,2017-01-28
TGTX,2017-01-28
TGS,2017-01-28
PBF,2017-01-28
MAG,2017-01-28
TOELY,2017-01-28
JAPAY,2017-01-28
OCPNY,2017-01-28
SZKMY,2017-01-28
FUJHY,2017-01-28
MKTAY,2017-01-28
ASEKY,2017-01-28
AACAY,2017-01-28
CBPO,2017-01-28
PORBF,2017-01-28
LX,2017-01-28
IMVT,2017-01-28
TOPCF,2017-01-28
GVA,2017-01-28
STML,2017-01-28
CYD,2017-01-28
PBFX,2017-01-28
CTK,2017-01-28
DTIL,2017-01-28
PFHD,2017-01-28
CFRX,2017-01-28
SIC,2017-01-28
UTSI,2017-01-28
AIRI,2017-01-28
PLXP,2017-01-28
NMTR,2017-01-28
FSI,2017-01-28
XBIO,2017-01-28
WFTIQ,2017-01-28
DKNG,2017-01-28
JD,2017-01-27
VFC,2017-01-27
ATNM,2017-01-27
HTHIY,2017-01-27
TGTX,2017-01-27
TGS,2017-01-27
PBF,2017-01-27
MAG,2017-01-27
TOELY,2017-01-27
JAPAY,2017-01-27
OCPNY,2017-01-27
SZKMY,2017-01-27
FUJHY,2017-01-27
MKTAY,2017-01-27
ASEKY,2017-01-27
AACAY,2017-01-27
CBPO,2017-01-27
PORBF,2017-01-27
LX,2017-01-27
IMVT,2017-01-27
TOPCF,2017-01-27
GVA,2017-01-27
STML,2017-01-27
CYD,2017-01-27
PBFX,2017-01-27
CTK,2017-01-27
DTIL,2017-01-27
PFHD,2017-01-27
CFRX,2017-01-27
SIC,2017-01-27
UTSI,2017-01-27
AIRI,2017-01-27
PLXP,2017-01-27
NMTR,2017-01-27
FSI,2017-01-27
XBIO,2017-01-27
WFTIQ,2017-01-27
DKNG,2017-01-27
JD,2017-01-26
VFC,2017-01-26
ATNM,2017-01-26
HTHIY,2017-01-26
TGTX,2017-01-26
TGS,2017-01-26
PBF,2017-01-26
MAG,2017-01-26
TOELY,2017-01-26
JAPAY,2017-01-26
OCPNY,2017-01-26
SZKMY,2017-01-26
FUJHY,2017-01-26
MKTAY,2017-01-26
ASEKY,2017-01-26
AACAY,2017-01-26
CBPO,2017-01-26
PORBF,2017-01-26
LX,2017-01-26
IMVT,2017-01-26
TOPCF,2017-01-26
GVA,2017-01-26
STML,2017-01-26
CYD,2017-01-26
PBFX,2017-01-26
CTK,2017-01-26
DTIL,2017-01-26
PFHD,2017-01-26
CFRX,2017-01-26
SIC,2017-01-26
UTSI,2017-01-26
AIRI,2017-01-26
PLXP,2017-01-26
NMTR,2017-01-26
FSI,2017-01-26
XBIO,2017-01-26
WFTIQ,2017-01-26
DKNG,2017-01-26
JD,2017-01-25
VFC,2017-01-25
ATNM,2017-01-25
HTHIY,2017-01-25
TGTX,2017-01-25
TGS,2017-01-25
PBF,2017-01-25
MAG,2017-01-25
TOELY,2017-01-25
JAPAY,2017-01-25
OCPNY,2017-01-25
SZKMY,2017-01-25
FUJHY,2017-01-25
MKTAY,2017-01-25
ASEKY,2017-01-25
AACAY,2017-01-25
CBPO,2017-01-25
PORBF,2017-01-25
LX,2017-01-25
IMVT,2017-01-25
TOPCF,2017-01-25
GVA,2017-01-25
STML,2017-01-25
CYD,2017-01-25
PBFX,2017-01-25
CTK,2017-01-25
DTIL,2017-01-25
PFHD,2017-01-25
CFRX,2017-01-25
SIC,2017-01-25
UTSI,2017-01-25
AIRI,2017-01-25
PLXP,2017-01-25
NMTR,2017-01-25
FSI,2017-01-25
XBIO,2017-01-25
WFTIQ,2017-01-25
DKNG,2017-01-25
JD,2017-01-24
VFC,2017-01-24
ATNM,2017-01-24
HTHIY,2017-01-24
TGTX,2017-01-24
TGS,2017-01-24
PBF,2017-01-24
MAG,2017-01-24
TOELY,2017-01-24
JAPAY,2017-01-24
OCPNY,2017-01-24
SZKMY,2017-01-24
FUJHY,2017-01-24
MKTAY,2017-01-24
ASEKY,2017-01-24
AACAY,2017-01-24
CBPO,2017-01-24
PORBF,2017-01-24
LX,2017-01-24
IMVT,2017-01-24
TOPCF,2017-01-24
GVA,2017-01-24
STML,2017-01-24
CYD,2017-01-24
PBFX,2017-01-24
CTK,2017-01-24
DTIL,2017-01-24
PFHD,2017-01-24
CFRX,2017-01-24
SIC,2017-01-24
UTSI,2017-01-24
AIRI,2017-01-24
PLXP,2017-01-24
NMTR,2017-01-24
FSI,2017-01-24
XBIO,2017-01-24
WFTIQ,2017-01-24
DKNG,2017-01-24
JD,2017-01-23
VFC,2017-01-23
ATNM,2017-01-23
HTHIY,2017-01-23
TGTX,2017-01-23
TGS,2017-01-23
PBF,2017-01-23
MAG,2017-01-23
TOELY,2017-01-23
JAPAY,2017-01-23
OCPNY,2017-01-23
SZKMY,2017-01-23
FUJHY,2017-01-23
MKTAY,2017-01-23
ASEKY,2017-01-23
AACAY,2017-01-23
CBPO,2017-01-23
PORBF,2017-01-23
LX,2017-01-23
IMVT,2017-01-23
TOPCF,2017-01-23
GVA,2017-01-23
STML,2017-01-23
CYD,2017-01-23
PBFX,2017-01-23
CTK,2017-01-23
DTIL,2017-01-23
PFHD,2017-01-23
CFRX,2017-01-23
SIC,2017-01-23
UTSI,2017-01-23
AIRI,2017-01-23
PLXP,2017-01-23
NMTR,2017-01-23
FSI,2017-01-23
XBIO,2017-01-23
WFTIQ,2017-01-23
DKNG,2017-01-23
JD,2017-01-22
VFC,2017-01-22
ATNM,2017-01-22
HTHIY,2017-01-22
TGTX,2017-01-22
TGS,2017-01-22
PBF,2017-01-22
MAG,2017-01-22
TOELY,2017-01-22
JAPAY,2017-01-22
OCPNY,2017-01-22
SZKMY,2017-01-22
FUJHY,2017-01-22
MKTAY,2017-01-22
ASEKY,2017-01-22
AACAY,2017-01-22
CBPO,2017-01-22
PORBF,2017-01-22
LX,2017-01-22
IMVT,2017-01-22
TOPCF,2017-01-22
GVA,2017-01-22
STML,2017-01-22
CYD,2017-01-22
PBFX,2017-01-22
CTK,2017-01-22
DTIL,2017-01-22
PFHD,2017-01-22
CFRX,2017-01-22
SIC,2017-01-22
UTSI,2017-01-22
AIRI,2017-01-22
PLXP,2017-01-22
NMTR,2017-01-22
FSI,2017-01-22
XBIO,2017-01-22
WFTIQ,2017-01-22
DKNG,2017-01-22
JD,2017-01-21
VFC,2017-01-21
ATNM,2017-01-21
HTHIY,2017-01-21
TGTX,2017-01-21
TGS,2017-01-21
PBF,2017-01-21
MAG,2017-01-21
TOELY,2017-01-21
JAPAY,2017-01-21
OCPNY,2017-01-21
SZKMY,2017-01-21
FUJHY,2017-01-21
MKTAY,2017-01-21
ASEKY,2017-01-21
AACAY,2017-01-21
CBPO,2017-01-21
PORBF,2017-01-21
LX,2017-01-21
IMVT,2017-01-21
TOPCF,2017-01-21
GVA,2017-01-21
STML,2017-01-21
CYD,2017-01-21
PBFX,2017-01-21
CTK,2017-01-21
DTIL,2017-01-21
PFHD,2017-01-21
CFRX,2017-01-21
SIC,2017-01-21
UTSI,2017-01-21
AIRI,2017-01-21
PLXP,2017-01-21
NMTR,2017-01-21
FSI,2017-01-21
XBIO,2017-01-21
WFTIQ,2017-01-21
DKNG,2017-01-21
JD,2017-01-20
VFC,2017-01-20
ATNM,2017-01-20
HTHIY,2017-01-20
TGTX,2017-01-20
TGS,2017-01-20
PBF,2017-01-20
MAG,2017-01-20
TOELY,2017-01-20
JAPAY,2017-01-20
OCPNY,2017-01-20
SZKMY,2017-01-20
FUJHY,2017-01-20
MKTAY,2017-01-20
ASEKY,2017-01-20
AACAY,2017-01-20
CBPO,2017-01-20
PORBF,2017-01-20
LX,2017-01-20
IMVT,2017-01-20
TOPCF,2017-01-20
GVA,2017-01-20
STML,2017-01-20
CYD,2017-01-20
PBFX,2017-01-20
CTK,2017-01-20
DTIL,2017-01-20
PFHD,2017-01-20
CFRX,2017-01-20
SIC,2017-01-20
UTSI,2017-01-20
AIRI,2017-01-20
PLXP,2017-01-20
NMTR,2017-01-20
FSI,2017-01-20
XBIO,2017-01-20
WFTIQ,2017-01-20
DKNG,2017-01-20
JD,2017-01-19
VFC,2017-01-19
ATNM,2017-01-19
HTHIY,2017-01-19
TGTX,2017-01-19
TGS,2017-01-19
PBF,2017-01-19
MAG,2017-01-19
TOELY,2017-01-19
JAPAY,2017-01-19
OCPNY,2017-01-19
SZKMY,2017-01-19
FUJHY,2017-01-19
MKTAY,2017-01-19
ASEKY,2017-01-19
AACAY,2017-01-19
CBPO,2017-01-19
PORBF,2017-01-19
LX,2017-01-19
IMVT,2017-01-19
TOPCF,2017-01-19
GVA,2017-01-19
STML,2017-01-19
CYD,2017-01-19
PBFX,2017-01-19
CTK,2017-01-19
DTIL,2017-01-19
PFHD,2017-01-19
CFRX,2017-01-19
SIC,2017-01-19
UTSI,2017-01-19
AIRI,2017-01-19
PLXP,2017-01-19
NMTR,2017-01-19
FSI,2017-01-19
XBIO,2017-01-19
WFTIQ,2017-01-19
DKNG,2017-01-19
JD,2017-01-18
VFC,2017-01-18
ATNM,2017-01-18
HTHIY,2017-01-18
TGTX,2017-01-18
TGS,2017-01-18
PBF,2017-01-18
MAG,2017-01-18
TOELY,2017-01-18
JAPAY,2017-01-18
OCPNY,2017-01-18
SZKMY,2017-01-18
FUJHY,2017-01-18
MKTAY,2017-01-18
ASEKY,2017-01-18
AACAY,2017-01-18
CBPO,2017-01-18
PORBF,2017-01-18
LX,2017-01-18
IMVT,2017-01-18
TOPCF,2017-01-18
GVA,2017-01-18
STML,2017-01-18
CYD,2017-01-18
PBFX,2017-01-18
CTK,2017-01-18
DTIL,2017-01-18
PFHD,2017-01-18
CFRX,2017-01-18
SIC,2017-01-18
UTSI,2017-01-18
AIRI,2017-01-18
PLXP,2017-01-18
NMTR,2017-01-18
FSI,2017-01-18
XBIO,2017-01-18
WFTIQ,2017-01-18
DKNG,2017-01-18
JD,2017-01-17
VFC,2017-01-17
ATNM,2017-01-17
HTHIY,2017-01-17
TGTX,2017-01-17
TGS,2017-01-17
PBF,2017-01-17
MAG,2017-01-17
TOELY,2017-01-17
JAPAY,2017-01-17
OCPNY,2017-01-17
SZKMY,2017-01-17
FUJHY,2017-01-17
MKTAY,2017-01-17
ASEKY,2017-01-17
AACAY,2017-01-17
CBPO,2017-01-17
PORBF,2017-01-17
LX,2017-01-17
IMVT,2017-01-17
TOPCF,2017-01-17
GVA,2017-01-17
STML,2017-01-17
CYD,2017-01-17
PBFX,2017-01-17
CTK,2017-01-17
DTIL,2017-01-17
PFHD,2017-01-17
CFRX,2017-01-17
SIC,2017-01-17
UTSI,2017-01-17
AIRI,2017-01-17
PLXP,2017-01-17
NMTR,2017-01-17
FSI,2017-01-17
XBIO,2017-01-17
WFTIQ,2017-01-17
DKNG,2017-01-17
JD,2017-01-16
VFC,2017-01-16
ATNM,2017-01-16
HTHIY,2017-01-16
TGTX,2017-01-16
TGS,2017-01-16
PBF,2017-01-16
MAG,2017-01-16
TOELY,2017-01-16
JAPAY,2017-01-16
OCPNY,2017-01-16
SZKMY,2017-01-16
FUJHY,2017-01-16
MKTAY,2017-01-16
ASEKY,2017-01-16
AACAY,2017-01-16
CBPO,2017-01-16
PORBF,2017-01-16
LX,2017-01-16
IMVT,2017-01-16
TOPCF,2017-01-16
GVA,2017-01-16
STML,2017-01-16
CYD,2017-01-16
PBFX,2017-01-16
CTK,2017-01-16
DTIL,2017-01-16
PFHD,2017-01-16
CFRX,2017-01-16
SIC,2017-01-16
UTSI,2017-01-16
AIRI,2017-01-16
PLXP,2017-01-16
NMTR,2017-01-16
FSI,2017-01-16
XBIO,2017-01-16
WFTIQ,2017-01-16
DKNG,2017-01-16
JD,2017-01-15
VFC,2017-01-15
ATNM,2017-01-15
HTHIY,2017-01-15
TGTX,2017-01-15
TGS,2017-01-15
PBF,2017-01-15
MAG,2017-01-15
TOELY,2017-01-15
JAPAY,2017-01-15
OCPNY,2017-01-15
SZKMY,2017-01-15
FUJHY,2017-01-15
MKTAY,2017-01-15
ASEKY,2017-01-15
AACAY,2017-01-15
CBPO,2017-01-15
PORBF,2017-01-15
LX,2017-01-15
IMVT,2017-01-15
TOPCF,2017-01-15
GVA,2017-01-15
STML,2017-01-15
CYD,2017-01-15
PBFX,2017-01-15
CTK,2017-01-15
DTIL,2017-01-15
PFHD,2017-01-15
CFRX,2017-01-15
SIC,2017-01-15
UTSI,2017-01-15
AIRI,2017-01-15
PLXP,2017-01-15
NMTR,2017-01-15
FSI,2017-01-15
XBIO,2017-01-15
WFTIQ,2017-01-15
DKNG,2017-01-15
JD,2017-01-14
VFC,2017-01-14
ATNM,2017-01-14
HTHIY,2017-01-14
TGTX,2017-01-14
TGS,2017-01-14
PBF,2017-01-14
MAG,2017-01-14
TOELY,2017-01-14
JAPAY,2017-01-14
OCPNY,2017-01-14
SZKMY,2017-01-14
FUJHY,2017-01-14
MKTAY,2017-01-14
ASEKY,2017-01-14
AACAY,2017-01-14
CBPO,2017-01-14
PORBF,2017-01-14
LX,2017-01-14
IMVT,2017-01-14
TOPCF,2017-01-14
GVA,2017-01-14
STML,2017-01-14
CYD,2017-01-14
PBFX,2017-01-14
CTK,2017-01-14
DTIL,2017-01-14
PFHD,2017-01-14
CFRX,2017-01-14
SIC,2017-01-14
UTSI,2017-01-14
AIRI,2017-01-14
PLXP,2017-01-14
NMTR,2017-01-14
FSI,2017-01-14
XBIO,2017-01-14
WFTIQ,2017-01-14
DKNG,2017-01-14
JD,2017-01-13
VFC,2017-01-13
ATNM,2017-01-13
HTHIY,2017-01-13
TGTX,2017-01-13
TGS,2017-01-13
PBF,2017-01-13
MAG,2017-01-13
TOELY,2017-01-13
JAPAY,2017-01-13
OCPNY,2017-01-13
SZKMY,2017-01-13
FUJHY,2017-01-13
MKTAY,2017-01-13
ASEKY,2017-01-13
AACAY,2017-01-13
CBPO,2017-01-13
PORBF,2017-01-13
LX,2017-01-13
IMVT,2017-01-13
TOPCF,2017-01-13
GVA,2017-01-13
STML,2017-01-13
CYD,2017-01-13
PBFX,2017-01-13
CTK,2017-01-13
DTIL,2017-01-13
PFHD,2017-01-13
CFRX,2017-01-13
SIC,2017-01-13
UTSI,2017-01-13
AIRI,2017-01-13
PLXP,2017-01-13
NMTR,2017-01-13
FSI,2017-01-13
XBIO,2017-01-13
WFTIQ,2017-01-13
DKNG,2017-01-13
JD,2017-01-12
VFC,2017-01-12
ATNM,2017-01-12
HTHIY,2017-01-12
TGTX,2017-01-12
TGS,2017-01-12
PBF,2017-01-12
MAG,2017-01-12
TOELY,2017-01-12
JAPAY,2017-01-12
OCPNY,2017-01-12
SZKMY,2017-01-12
FUJHY,2017-01-12
MKTAY,2017-01-12
ASEKY,2017-01-12
AACAY,2017-01-12
CBPO,2017-01-12
PORBF,2017-01-12
LX,2017-01-12
IMVT,2017-01-12
TOPCF,2017-01-12
GVA,2017-01-12
STML,2017-01-12
CYD,2017-01-12
PBFX,2017-01-12
CTK,2017-01-12
DTIL,2017-01-12
PFHD,2017-01-12
CFRX,2017-01-12
SIC,2017-01-12
UTSI,2017-01-12
AIRI,2017-01-12
PLXP,2017-01-12
NMTR,2017-01-12
FSI,2017-01-12
XBIO,2017-01-12
WFTIQ,2017-01-12
DKNG,2017-01-12
JD,2017-01-11
VFC,2017-01-11
ATNM,2017-01-11
HTHIY,2017-01-11
TGTX,2017-01-11
TGS,2017-01-11
PBF,2017-01-11
MAG,2017-01-11
TOELY,2017-01-11
JAPAY,2017-01-11
OCPNY,2017-01-11
SZKMY,2017-01-11
FUJHY,2017-01-11
MKTAY,2017-01-11
ASEKY,2017-01-11
AACAY,2017-01-11
CBPO,2017-01-11
PORBF,2017-01-11
LX,2017-01-11
IMVT,2017-01-11
TOPCF,2017-01-11
GVA,2017-01-11
STML,2017-01-11
CYD,2017-01-11
PBFX,2017-01-11
CTK,2017-01-11
DTIL,2017-01-11
PFHD,2017-01-11
CFRX,2017-01-11
SIC,2017-01-11
UTSI,2017-01-11
AIRI,2017-01-11
PLXP,2017-01-11
NMTR,2017-01-11
FSI,2017-01-11
XBIO,2017-01-11
WFTIQ,2017-01-11
DKNG,2017-01-11
JD,2017-01-10
VFC,2017-01-10
ATNM,2017-01-10
HTHIY,2017-01-10
TGTX,2017-01-10
TGS,2017-01-10
PBF,2017-01-10
MAG,2017-01-10
TOELY,2017-01-10
JAPAY,2017-01-10
OCPNY,2017-01-10
SZKMY,2017-01-10
FUJHY,2017-01-10
MKTAY,2017-01-10
ASEKY,2017-01-10
AACAY,2017-01-10
CBPO,2017-01-10
PORBF,2017-01-10
LX,2017-01-10
IMVT,2017-01-10
TOPCF,2017-01-10
GVA,2017-01-10
STML,2017-01-10
CYD,2017-01-10
PBFX,2017-01-10
CTK,2017-01-10
DTIL,2017-01-10
PFHD,2017-01-10
CFRX,2017-01-10
SIC,2017-01-10
UTSI,2017-01-10
AIRI,2017-01-10
PLXP,2017-01-10
NMTR,2017-01-10
FSI,2017-01-10
XBIO,2017-01-10
WFTIQ,2017-01-10
DKNG,2017-01-10
JD,2017-01-09
VFC,2017-01-09
ATNM,2017-01-09
HTHIY,2017-01-09
TGTX,2017-01-09
TGS,2017-01-09
PBF,2017-01-09
MAG,2017-01-09
TOELY,2017-01-09
JAPAY,2017-01-09
OCPNY,2017-01-09
SZKMY,2017-01-09
FUJHY,2017-01-09
MKTAY,2017-01-09
ASEKY,2017-01-09
AACAY,2017-01-09
CBPO,2017-01-09
PORBF,2017-01-09
LX,2017-01-09
IMVT,2017-01-09
TOPCF,2017-01-09
GVA,2017-01-09
STML,2017-01-09
CYD,2017-01-09
PBFX,2017-01-09
CTK,2017-01-09
DTIL,2017-01-09
PFHD,2017-01-09
CFRX,2017-01-09
SIC,2017-01-09
UTSI,2017-01-09
AIRI,2017-01-09
PLXP,2017-01-09
NMTR,2017-01-09
FSI,2017-01-09
XBIO,2017-01-09
WFTIQ,2017-01-09
DKNG,2017-01-09
JD,2017-01-08
VFC,2017-01-08
ATNM,2017-01-08
HTHIY,2017-01-08
TGTX,2017-01-08
TGS,2017-01-08
PBF,2017-01-08
MAG,2017-01-08
TOELY,2017-01-08
JAPAY,2017-01-08
OCPNY,2017-01-08
SZKMY,2017-01-08
FUJHY,2017-01-08
MKTAY,2017-01-08
ASEKY,2017-01-08
AACAY,2017-01-08
CBPO,2017-01-08
PORBF,2017-01-08
LX,2017-01-08
IMVT,2017-01-08
TOPCF,2017-01-08
GVA,2017-01-08
STML,2017-01-08
CYD,2017-01-08
PBFX,2017-01-08
CTK,2017-01-08
DTIL,2017-01-08
PFHD,2017-01-08
CFRX,2017-01-08
SIC,2017-01-08
UTSI,2017-01-08
